,Positive,Neutral,Negative,que
1168,0.9523494243621826,0.00948191899806261,0.0009506584028713405,0.9523494243621826
1169,0.9042901992797852,0.08573104441165924,0.001743848784826696,0.9042901992797852
117,0.9451110363006592,0.051866866648197174,2.2166115741129033e-05,0.9451110363006592
1170,0.39176255464553833,0.5888011455535889,0.006774261128157377,0.5888011455535889
1171,0.520208477973938,0.44520142674446106,0.014130431227385998,0.520208477973938
1172,0.5286187529563904,0.39036643505096436,0.05060504749417305,0.5286187529563904
1173,0.006440422497689724,0.9215815663337708,0.0679934173822403,0.9215815663337708
1174,0.29275643825531006,0.5843005776405334,0.05976273864507675,0.5843005776405334
1175,0.16966430842876434,0.7956584692001343,0.01867777295410633,0.7956584692001343
1176,0.4246785342693329,0.534583330154419,0.013945551589131355,0.534583330154419
1177,0.17487570643424988,0.6940382122993469,0.02889413759112358,0.6940382122993469
1178,0.0074476334266364574,0.27489593625068665,0.5501258969306946,0.5501258969306946
1179,0.3053342401981354,0.6248778104782104,0.05470428615808487,0.6248778104782104
118,0.0034954631701111794,0.6942582130432129,0.2873137891292572,0.6942582130432129
1180,0.007252336014062166,0.9129584431648254,0.07564891874790192,0.9129584431648254
1181,0.5248706340789795,0.38742929697036743,0.03199109435081482,0.5248706340789795
1182,0.16639114916324615,0.8069359660148621,0.016595736145973206,0.8069359660148621
1183,0.5410654544830322,0.4472648799419403,0.005527819506824017,0.5410654544830322
1184,0.6724920272827148,0.29509854316711426,0.003093334846198559,0.6724920272827148
1185,0.24433176219463348,0.7127611041069031,0.022836724296212196,0.7127611041069031
1186,0.010649534873664379,0.4526844918727875,0.49377161264419556,0.49377161264419556
1187,0.5510402321815491,0.378969669342041,0.052835121750831604,0.5510402321815491
1188,0.7186156511306763,0.23371431231498718,0.00442914804443717,0.7186156511306763
1189,0.01749291457235813,0.9753657579421997,0.004796364810317755,0.9753657579421997
119,0.2508419156074524,0.6385424137115479,0.08226590603590012,0.6385424137115479
1190,0.46881064772605896,0.4169457256793976,0.019039597362279892,0.46881064772605896
1191,0.8247025012969971,0.14032907783985138,0.0012062902096658945,0.8247025012969971
1192,0.8016332983970642,0.11937275528907776,0.016588367521762848,0.8016332983970642
1193,0.02050427906215191,0.15652529895305634,0.7875111103057861,0.7875111103057861
1194,0.2682008743286133,0.69127357006073,0.02869248203933239,0.69127357006073
1195,0.01968546397984028,0.9676629304885864,0.010002744384109974,0.9676629304885864
1196,0.5744927525520325,0.22239822149276733,0.1500050127506256,0.5744927525520325
1197,0.012214354239404202,0.9817004799842834,0.004917962476611137,0.9817004799842834
1198,0.03627505153417587,0.5685935616493225,0.36332860589027405,0.5685935616493225
1199,0.009600418619811535,0.9831137657165527,0.005180245265364647,0.9831137657165527
12,0.5093096494674683,0.45761552453041077,0.005683959927409887,0.5093096494674683
120,0.00930862221866846,0.9903450608253479,5.9271027566865087e-05,0.9903450608253479
1200,0.16389836370944977,0.779874861240387,0.04487292096018791,0.779874861240387
1201,0.28571251034736633,0.5401647090911865,0.1058938205242157,0.5401647090911865
1202,0.7212345004081726,0.14775735139846802,0.05034821853041649,0.7212345004081726
1203,0.5866522789001465,0.3851527273654938,0.019475677981972694,0.5866522789001465
1204,0.010838993825018406,0.9674487709999084,0.017546439543366432,0.9674487709999084
1205,0.3617804944515228,0.1239534318447113,0.2422071248292923,0.3617804944515228
1206,0.03245231881737709,0.7928962707519531,0.16077452898025513,0.7928962707519531
1207,0.2915418744087219,0.680833637714386,0.012070762924849987,0.680833637714386
1208,0.2227533608675003,0.7727222442626953,0.001450902665965259,0.7727222442626953
1209,0.7226943373680115,0.2700069844722748,0.0025651748292148113,0.7226943373680115
121,0.07317204028367996,0.8908472657203674,0.006175787188112736,0.8908472657203674
1210,0.03136840835213661,0.7199282646179199,0.2006646692752838,0.7199282646179199
1211,0.40420758724212646,0.4889156222343445,0.06147776171565056,0.4889156222343445
1212,0.04016413912177086,0.29280105233192444,0.5660738945007324,0.5660738945007324
1213,0.6472606658935547,0.32556432485580444,0.005178272724151611,0.6472606658935547
1214,0.47498393058776855,0.5026566982269287,0.007127685006707907,0.5026566982269287
1215,0.29622507095336914,0.6319557428359985,0.05327137932181358,0.6319557428359985
1216,0.010122028179466724,0.9742976427078247,0.013230053707957268,0.9742976427078247
1217,0.371280312538147,0.595391035079956,0.0053932867012917995,0.595391035079956
1218,0.1196509525179863,0.8569598197937012,0.010362219996750355,0.8569598197937012
1219,0.11970977485179901,0.8550825119018555,0.012319018132984638,0.8550825119018555
122,0.03134998679161072,0.9681230187416077,0.0001820289035094902,0.9681230187416077
1220,0.006837432272732258,0.9813149571418762,0.009072434157133102,0.9813149571418762
1221,0.391973614692688,0.5795316696166992,0.0017404637765139341,0.5795316696166992
1222,0.09440455585718155,0.8156396150588989,0.06711770594120026,0.8156396150588989
1223,0.8285394310951233,0.12633934617042542,0.009694471023976803,0.8285394310951233
1224,0.3699891269207001,0.5129117965698242,0.0520084872841835,0.5129117965698242
1225,0.10214973241090775,0.29987236857414246,0.5582708716392517,0.5582708716392517
1226,0.9481310844421387,0.03588865324854851,0.0008371273288503289,0.9481310844421387
1227,0.940830647945404,0.050857365131378174,0.005070625338703394,0.940830647945404
1228,0.9219098687171936,0.06736550480127335,0.006355583667755127,0.9219098687171936
1229,0.21505403518676758,0.7199088335037231,0.052299510687589645,0.7199088335037231
123,0.16972975432872772,0.828255832195282,0.00061399070546031,0.828255832195282
1230,0.39745718240737915,0.5346125364303589,0.0393560416996479,0.5346125364303589
1231,0.09499716013669968,0.8729128837585449,0.026757774874567986,0.8729128837585449
1232,0.0002199414884671569,0.9975336790084839,0.002061413833871484,0.9975336790084839
1233,0.7391422390937805,0.24897584319114685,0.001243806560523808,0.7391422390937805
1234,0.5077181458473206,0.4874528646469116,0.0006457620183937252,0.5077181458473206
1235,0.40588515996932983,0.5829188823699951,0.004436918068677187,0.5829188823699951
1236,0.3595424294471741,0.6395607590675354,5.4059513786341995e-05,0.6395607590675354
1237,0.9904264807701111,0.008285094052553177,0.00015178363537415862,0.9904264807701111
1238,0.03477482870221138,0.6809968948364258,0.27213799953460693,0.6809968948364258
1239,0.7599360346794128,0.2357466220855713,0.0006169883417896926,0.7599360346794128
124,0.0002740677446126938,0.5956771373748779,0.3994673788547516,0.5956771373748779
1240,0.02737307921051979,0.18282902240753174,0.5599300861358643,0.5599300861358643
1241,0.3062472641468048,0.689411461353302,0.0007644221768714488,0.689411461353302
1242,0.038550082594156265,0.9114646315574646,0.026811489835381508,0.9114646315574646
1243,0.34060874581336975,0.6530652642250061,0.003870168933644891,0.6530652642250061
1244,0.47730082273483276,0.2932024598121643,0.057455580681562424,0.47730082273483276
1245,0.2364054024219513,0.7132766246795654,0.03898576647043228,0.7132766246795654
1246,0.5879888534545898,0.4109186828136444,0.00013689073966816068,0.5879888534545898
1247,0.9110128283500671,0.07864706963300705,0.0019689081236720085,0.9110128283500671
1248,0.19375145435333252,0.8025000095367432,0.0009283252293244004,0.8025000095367432
1249,0.044144097715616226,0.950874388217926,0.0030099358409643173,0.950874388217926
125,0.3433114290237427,0.59378582239151,0.015390519984066486,0.59378582239151
1250,0.5815293192863464,0.40647026896476746,0.0061585670337080956,0.5815293192863464
1251,0.8172170519828796,0.1783539056777954,0.0005154990940354764,0.8172170519828796
1252,0.5206243991851807,0.36287546157836914,0.05870772898197174,0.5206243991851807
1253,0.7752051949501038,0.2046860158443451,0.013227241113781929,0.7752051949501038
1254,0.968633234500885,0.025081973522901535,0.00017689724336378276,0.968633234500885
1255,0.23973941802978516,0.7004210352897644,0.021071508526802063,0.7004210352897644
1256,0.009341294877231121,0.9724161028862,0.016495803371071815,0.9724161028862
1257,0.18355806171894073,0.8094048500061035,0.004155732691287994,0.8094048500061035
1258,0.02683296613395214,0.9615395069122314,0.008488457649946213,0.9615395069122314
1259,0.10518710315227509,0.8930596709251404,0.00047726809862069786,0.8930596709251404
126,0.055134616792201996,0.942365288734436,0.0009683717507869005,0.942365288734436
1260,0.012930925004184246,0.3625851273536682,0.513219952583313,0.513219952583313
1261,0.1051132082939148,0.6726646423339844,0.18762531876564026,0.6726646423339844
1262,0.025386082008481026,0.9709333777427673,0.0015742776449769735,0.9709333777427673
1263,0.9706138968467712,0.029090553522109985,8.553322004445363e-06,0.9706138968467712
1264,0.04601263627409935,0.9466126561164856,0.005747675430029631,0.9466126561164856
1265,0.047008126974105835,0.9484350085258484,0.0024980856105685234,0.9484350085258484
1266,0.15704314410686493,0.7572064995765686,0.0032141522970050573,0.7572064995765686
1267,0.2969573140144348,0.700228214263916,0.0015465238830074668,0.700228214263916
1268,0.02060886286199093,0.42475980520248413,0.37321677803993225,0.42475980520248413
1269,0.400520384311676,0.492058128118515,0.09394067525863647,0.492058128118515
127,0.003050656756386161,0.9969164133071899,1.1245146197325084e-05,0.9969164133071899
1270,0.04906125366687775,0.9398095011711121,0.0037808765191584826,0.9398095011711121
1271,0.1544373631477356,0.798616886138916,0.03659546747803688,0.798616886138916
1272,0.05880337953567505,0.9378150105476379,0.0018578424351289868,0.9378150105476379
1273,0.0017483648844063282,0.4656981825828552,0.5200533866882324,0.5200533866882324
1274,0.014083457179367542,0.5740781426429749,0.38982081413269043,0.5740781426429749
1275,0.0054306816309690475,0.132015660405159,0.6427460312843323,0.6427460312843323
1276,0.8780544996261597,0.1128428503870964,0.0017160603310912848,0.8780544996261597
1277,0.0782160758972168,0.76095050573349,0.10968675464391708,0.76095050573349
1278,0.10384497046470642,0.7520902752876282,0.13384029269218445,0.7520902752876282
1279,0.060632649809122086,0.9018051624298096,0.02964985929429531,0.9018051624298096
128,0.009461112320423126,0.990362286567688,4.6207984269130975e-05,0.990362286567688
1280,0.9890488386154175,0.007678509224206209,0.0001388470409438014,0.9890488386154175
1281,0.3918866515159607,0.6059166193008423,0.0010427075903862715,0.6059166193008423
1282,0.2451917976140976,0.744395911693573,0.007022947072982788,0.744395911693573
1283,0.2127610594034195,0.7839505076408386,0.0014266746584326029,0.7839505076408386
1284,0.009420407004654408,0.98898845911026,0.0004365296335890889,0.98898845911026
1285,0.024973604828119278,0.9606088399887085,0.012185203842818737,0.9606088399887085
1286,0.006659585051238537,0.9909976720809937,0.0016536437906324863,0.9909976720809937
1287,0.8724896907806396,0.12262146174907684,0.0014582342701032758,0.8724896907806396
1288,0.08539801836013794,0.8905423283576965,0.015539497137069702,0.8905423283576965
1289,0.033560555428266525,0.9626399278640747,0.0026724713388830423,0.9626399278640747
129,0.0009893005480989814,0.9932559728622437,0.004844164475798607,0.9932559728622437
1290,0.009190154261887074,0.9556231498718262,0.028397364541888237,0.9556231498718262
1291,0.010358705185353756,0.9894933700561523,1.4680093954666518e-05,0.9894933700561523
1292,0.4606996476650238,0.4995978772640228,0.0027128621004521847,0.4995978772640228
1293,0.510371208190918,0.4883255362510681,9.72635971265845e-05,0.510371208190918
1294,0.01632646843791008,0.9790450930595398,0.0019146380946040154,0.9790450930595398
1295,0.03666849061846733,0.5829355120658875,0.3106496334075928,0.5829355120658875
1296,0.06881716102361679,0.7479433417320251,0.13405227661132812,0.7479433417320251
1297,0.6379865407943726,0.3607925772666931,0.00020700195454992354,0.6379865407943726
1298,0.01756076142191887,0.46191996335983276,0.4991763234138489,0.4991763234138489
1299,0.03269821032881737,0.7421765923500061,0.16851960122585297,0.7421765923500061
13,0.1005759984254837,0.8972141742706299,0.00031544247758574784,0.8972141742706299
130,0.0063049402087926865,0.6511274576187134,0.3169953227043152,0.6511274576187134
1300,0.8330085277557373,0.14498275518417358,0.00089500832837075,0.8330085277557373
1301,0.0063565755262970924,0.99246746301651,0.0007906145183369517,0.99246746301651
1302,0.16600395739078522,0.7808498740196228,0.012935066595673561,0.7808498740196228
1303,0.03827686980366707,0.7796358466148376,0.16836541891098022,0.7796358466148376
1304,0.5349772572517395,0.43890249729156494,0.0181901715695858,0.5349772572517395
1305,0.011538960039615631,0.9882153272628784,4.3909240048378706e-05,0.9882153272628784
1306,0.14943158626556396,0.8474703431129456,0.0007624385179951787,0.8474703431129456
1307,0.29273974895477295,0.6703582406044006,0.007547606248408556,0.6703582406044006
1308,0.5402829647064209,0.4192224144935608,0.01987464353442192,0.5402829647064209
1309,0.8639747500419617,0.1292402297258377,0.003266804851591587,0.8639747500419617
131,0.018790455535054207,0.9430545568466187,0.026224853470921516,0.9430545568466187
1310,0.3832632303237915,0.4654880166053772,0.021372782066464424,0.4654880166053772
1311,0.7730311751365662,0.20575623214244843,0.0017719301395118237,0.7730311751365662
1312,0.026740718632936478,0.9710231423377991,0.001019270159304142,0.9710231423377991
1313,0.4620494246482849,0.44831594824790955,0.03815831243991852,0.4620494246482849
1314,0.03272677958011627,0.6898127794265747,0.15625546872615814,0.6898127794265747
1315,0.04057777300477028,0.6586634516716003,0.2475196123123169,0.6586634516716003
1316,0.01309880893677473,0.9852390289306641,0.0010704739252105355,0.9852390289306641
1317,0.09637007862329483,0.29100942611694336,0.3209734261035919,0.3209734261035919
1318,0.024393819272518158,0.8291292190551758,0.13444063067436218,0.8291292190551758
1319,0.6467514634132385,0.2881990671157837,0.014442572370171547,0.6467514634132385
